nwp_globalirrad,nwp_directirrad,nwp_temperature,nwp_humidity,nwp_windspeed,nwp_winddirection,nwp_pressure,lmd_totalirrad,lmd_diffuseirrad,lmd_temperature,lmd_pressure,lmd_winddirection,lmd_windspeed,power,label
474.8,427.1,1.39,19.38,1.75,127.85,1033.56,572,445,3.5,1031.900024,99,3.1,2.717578,0
468.68,421.22,1.57,19.27,1.98,137.46,1033.33,565,369,3.6,1031.599976,123,1.6,2.654297,0
461.86,414.68,1.76,19.12,2.09,144.55,1032.98,560,362,3.5,1031.5,165,1.0,2.598047,0
447.55,400.96,1.95,19.0,2.2,148.85,1032.63,532,338,3.9,1031.199951,237,0.8,2.422266,0
435.34,389.26,2.14,18.87,2.33,151.39,1032.31,403,252,3.8,1031.099976,167,0.2,1.444922,0
413.12,367.99,2.3,18.77,2.45,153.11,1032.09,365,219,4.1,1030.900024,172,0.9,1.589062,0
395.81,351.42,2.46,18.69,2.57,155.28,1031.95,483,282,3.8,1030.699951,183,1.8,1.982812,0
366.22,323.19,2.57,18.65,2.67,156.8,1031.83,375,209,4.0,1030.599976,191,2.4,1.6171879999999998,0
344.23,302.25,2.67,18.61,2.78,156.7,1031.71,343,186,3.9,1030.5,131,1.8,1.546875,0
308.09,267.95,2.73,18.64,2.89,156.73,1031.59,343,182,4.1,1030.5,175,1.1,1.666406,0
282.04,243.34,2.77,18.67,3.02,157.42,1031.5,319,163,4.1,1030.5,170,0.1,1.061719,0
240.38,204.2,2.76,18.74,3.13,157.2,1031.47,90,48,3.8,1030.5,118,1.9,0.421875,0
211.12,176.91,2.74,18.79,3.2,155.53,1031.49,194,94,3.7,1030.5,160,0.4,0.699609,0
165.48,134.82,2.67,18.94,3.22,153.56,1031.85,173,82,3.7,1030.699951,130,1.1,0.541406,0
134.28,106.48,2.58,19.19,3.06,152.37,1032.29,137,66,3.6,1030.800049,130,1.3,0.411328,0
87.27,64.91,2.08,20.31,2.83,153.58,1032.54,54,27,3.4,1030.800049,140,1.2,0.16875,0
56.71,39.1,1.62,21.03,2.75,155.87,1032.61,28,15,3.1,1031.0,123,1.5,0.080859,0
15.56,7.91,1.06,21.81,2.71,157.12,1032.64,17,8,2.8,1031.199951,130,0.7,0.038672000000000005,0
0.0,0.0,0.57,22.54,2.63,156.84,1032.69,0,0,2.7,1031.300049,121,0.7,0.0,0
0.0,0.0,0.14,23.24,2.57,154.52,1032.68,0,0,2.5,1031.5,120,1.2,0.0,0
0.0,0.0,-0.29,23.92,2.56,150.22,1032.65,0,0,2.4,1031.699951,124,1.0,0.0,0
0.0,0.0,-0.71,24.58,2.6,144.78,1032.63,0,0,2.3,1031.699951,116,1.1,0.0,0
0.0,0.0,-1.12,25.21,2.68,139.27,1032.61,0,0,1.9,1031.900024,122,1.3,0.0,0
0.0,0.0,-1.51,25.74,2.78,134.42,1032.58,0,0,1.9,1032.0,116,1.2,0.0,0
0.0,0.0,-1.84,26.13,2.87,130.53,1032.56,0,0,1.6,1032.0,107,1.0,0.0,0
0.0,0.0,-2.11,26.37,2.95,127.92,1032.55,0,0,1.3,1032.099976,118,0.7,0.0,0
0.0,0.0,-2.34,26.54,2.99,126.24,1032.54,0,0,1.0,1032.400024,147,0.0,0.0,0
0.0,0.0,-2.48,26.58,2.97,125.55,1032.67,0,0,0.3,1032.599976,174,0.5,0.0,0
0.0,0.0,-2.58,26.59,2.93,125.66,1032.91,0,0,0.4,1032.800049,169,0.0,0.0,0
0.0,0.0,-2.69,26.68,2.87,125.93,1033.11,0,0,0.5,1033.0,126,0.8,0.0,0
0.0,0.0,-2.78,26.79,2.81,125.98,1033.25,0,0,0.5,1033.199951,126,1.2,0.0,0
0.0,0.0,-2.89,26.99,2.76,126.11,1033.4,0,0,0.5,1033.199951,127,1.3,0.0,0
0.0,0.0,-3.0,27.22,2.73,126.12,1033.57,0,0,0.6,1033.300049,127,1.2,0.0,0
0.0,0.0,-3.13,27.53,2.72,125.85,1033.73,0,0,0.4,1033.300049,127,1.3,0.0,0
0.0,0.0,-3.28,27.9,2.73,125.74,1033.88,0,0,0.3,1033.400024,122,1.6,0.0,0
0.0,0.0,-3.43,28.32,2.76,126.48,1033.98,0,0,0.3,1033.5,121,1.4,0.0,0
0.0,0.0,-3.59,28.76,2.78,128.26,1034.04,0,0,0.2,1033.599976,121,1.7,0.0,0
0.0,0.0,-3.76,29.24,2.81,131.59,1034.0,0,0,0.0,1033.5,131,1.5,0.0,0
0.0,0.0,-3.89,29.68,2.84,135.52,1033.96,0,0,0.1,1033.699951,133,1.6,0.0,0
0.0,0.0,-4.02,30.13,2.88,139.28,1033.96,0,0,-0.2,1033.800049,132,1.6,0.0,0
0.0,0.0,-4.11,30.54,2.93,142.35,1033.97,0,0,0.0,1033.900024,124,1.6,0.0,0
0.0,0.0,-4.21,31.0,3.0,144.37,1033.97,0,0,-0.2,1033.900024,123,1.9,0.0,0
0.0,0.0,-4.25,31.4,3.06,145.47,1033.98,0,0,-0.5,1033.900024,139,1.2,0.0,0
0.0,0.0,-4.34,31.91,3.13,145.24,1034.01,0,0,-0.8,1034.0,142,1.0,0.0,0
0.0,0.0,-4.43,32.49,3.19,144.21,1034.05,0,0,-0.8,1034.0,147,1.1,0.0,0
0.0,0.0,-4.54,33.09,3.24,142.78,1034.11,0,0,-1.1,1034.099976,122,1.1,0.0,0
0.0,0.0,-4.51,27.76,1.99,129.36,1033.2,0,0,-1.3,1034.199951,131,1.0,0.0,0
0.0,0.0,-4.6,27.94,1.86,128.24,1033.04,0,0,-1.2,1034.199951,126,1.3,0.0,0
0.0,0.0,-4.61,27.98,1.68,127.51,1033.36,0,0,-1.2,1034.199951,135,1.4,0.0,0
0.0,0.0,-4.64,28.05,1.53,126.27,1033.5,0,0,-1.3,1034.099976,119,2.0,0.0,0
0.0,0.0,-4.7,28.2,1.39,123.87,1033.63,0,0,-1.4,1034.099976,109,2.2,0.0,0
0.0,0.0,-4.76,28.38,1.23,127.29,1033.67,0,0,-1.4,1034.199951,128,1.5,0.0,0
0.0,0.0,-4.82,28.56,1.07,122.85,1033.73,0,0,-1.3,1034.199951,105,2.1,0.0,0
0.0,0.0,-4.91,28.84,0.97,113.29,1033.6,0,0,-1.4,1034.199951,122,1.9,0.0,0
0.0,0.0,-4.99,29.1,0.89,98.26,1033.79,0,0,-1.7,1034.300049,117,2.5,0.0,0
0.0,0.0,-5.1,29.42,0.86,82.38,1033.77,0,0,-2.0,1034.300049,125,1.8,0.0,0
0.0,0.0,-5.21,29.74,0.87,71.46,1033.73,0,0,-2.1,1034.199951,126,1.8,0.0,0
0.0,0.0,-5.31,30.03,0.94,62.79,1033.85,0,0,-2.3,1034.300049,138,1.1,0.0,0
0.0,0.0,-5.41,30.33,1.07,56.27,1033.8,0,0,-2.3,1034.300049,143,0.9,0.0,0
0.0,0.0,-5.52,30.64,1.2,54.36,1033.78,0,0,-2.4,1034.300049,146,1.0,0.0,0
0.0,0.0,-5.64,30.96,1.32,54.66,1033.7,0,0,-2.5,1034.199951,149,0.9,0.0,0
0.0,0.0,-5.76,31.29,1.42,55.29,1033.64,0,0,-2.5,1034.300049,162,0.1,0.0,0
0.0,0.0,-5.87,31.59,1.48,58.09,1033.67,0,0,-2.4,1034.199951,133,1.2,0.0,0
0.0,0.0,-5.99,31.91,1.5,62.18,1033.55,0,0,-2.6,1034.300049,140,1.0,0.0,0
0.0,0.0,-6.08,32.17,1.48,68.04,1033.49,0,0,-2.9,1034.099976,151,0.1,0.0,0
0.0,0.0,-6.14,32.35,1.39,74.71,1033.48,0,0,-3.2,1034.099976,298,0.3,0.0,0
0.0,0.0,-6.21,32.58,1.29,79.39,1033.46,0,0,-3.5,1034.099976,7,0.5,0.0,0
0.0,0.0,-6.29,32.83,1.17,83.07,1033.26,0,0,-3.3,1034.0,51,0.0,0.0,0
0.0,0.0,-6.35,33.03,1.08,86.78,1033.17,0,0,-3.3,1034.0,48,0.4,0.0,0
0.0,0.0,-6.38,33.19,1.02,90.04,1033.2,0,0,-3.4,1034.0,67,0.6,0.0,0
0.0,0.0,-6.42,33.34,0.98,94.03,1033.23,0,0,-3.6,1034.0,101,0.0,0.0,0
0.0,0.0,-6.45,33.51,0.96,98.49,1033.17,0,0,-4.3,1034.0,236,0.4,0.0,0
0.0,0.0,-6.48,33.66,0.97,108.91,1033.13,0,0,-4.8,1034.300049,248,0.5,0.0,0
0.0,0.0,-6.5,33.82,1.02,120.77,1033.19,0,0,-5.3,1034.5,307,0.0,0.0,0
0.0,0.0,-6.52,34.0,1.09,131.04,1033.27,0,0,-4.8,1034.5,48,0.0,0.0,0
0.0,0.0,-6.55,34.21,1.14,139.71,1033.29,0,0,-4.9,1034.400024,321,0.0,0.0,0
0.0,0.0,-6.58,34.41,1.19,146.39,1033.34,2,1,-4.9,1034.5,321,0.0,0.0,0
18.29,9.69,-6.55,34.42,1.26,152.98,1033.38,16,11,-4.8,1034.5,62,0.0,0.049219,0
45.12,29.66,-6.48,34.35,1.34,158.9,1033.37,39,25,-4.1,1034.599976,132,0.6,0.14765599999999998,0
90.19,67.36,-6.18,33.66,1.4,163.08,1033.31,72,45,-4.0,1034.599976,129,0.2,0.27773400000000004,0
121.28,94.74,-5.8,32.8,1.38,166.18,1033.28,112,68,-3.1,1034.5,143,0.0,0.471094,0
167.72,136.75,-5.16,31.36,1.25,166.64,1033.28,155,94,-1.8,1034.400024,116,0.0,0.682031,0
197.97,164.6,-4.32,29.58,1.34,164.22,1033.28,197,119,-1.6,1034.300049,128,0.1,0.910547,0
241.62,205.22,-3.46,26.99,1.71,179.72,1033.27,245,148,-1.8,1034.099976,187,0.3,1.135547,0
269.25,231.15,-2.84,25.8,1.91,179.92,1033.21,289,173,-1.0,1034.199951,148,0.3,1.342969,0
308.15,267.85,-2.08,24.42,2.11,181.2,1033.11,327,195,0.0,1034.099976,182,0.1,1.511719,0
332.16,290.63,-1.47,23.13,2.47,189.21,1033.01,381,227,0.5,1034.0,198,1.6,1.775391,0
365.06,321.92,-0.88,22.4,2.66,188.48,1032.99,420,250,0.7,1033.900024,207,1.9,1.930078,0
384.76,340.72,-0.26,21.78,2.87,187.81,1033.0,460,276,1.0,1033.800049,202,3.6,2.141016,0
410.8,365.6,0.28,21.93,3.29,190.51,1032.95,486,294,1.4,1033.599976,178,2.2,2.257031,0
425.72,379.89,0.7,21.82,3.56,189.13,1032.87,502,308,1.8,1033.199951,175,3.5,2.390625,0
444.28,397.68,1.18,21.63,3.63,186.38,1032.81,513,319,2.1,1033.099976,182,0.6,2.496094,0
454.05,407.07,1.67,21.57,3.8,183.53,1032.71,515,324,2.4,1032.599976,182,1.2,2.562891,0
464.76,417.37,2.1,21.98,4.16,182.0,1032.6,536,342,2.9,1032.300049,148,0.6,2.622656,0
469.25,421.69,2.42,22.09,4.48,179.97,1032.5,557,360,3.0,1031.900024,173,1.5,2.738672,0
471.99,424.34,2.79,21.94,4.65,177.24,1032.36,548,392,3.3,1031.599976,204,3.5,2.647266,0
471.12,423.51,3.16,21.67,4.89,175.46,1032.24,538,416,3.7,1031.400024,195,3.1,2.605078,0
465.72,418.35,3.46,20.78,5.26,175.95,1031.93,556,363,3.9,1031.099976,128,3.0,2.64375,0
459.38,412.28,3.65,20.52,5.57,176.34,1031.52,555,360,4.4,1030.800049,162,1.3,2.636719,0
445.73,399.2,3.83,20.54,5.69,175.76,1031.15,551,352,4.3,1030.5,143,3.7,2.562891,0
433.9,387.88,3.99,20.55,5.7,175.21,1030.81,543,340,4.7,1030.099976,178,2.9,2.471484,0
412.2,367.12,4.12,20.57,5.72,174.7,1030.55,526,320,4.8,1029.800049,184,4.3,2.323828,0
395.19,350.86,4.26,20.57,5.72,174.1,1030.35,517,302,4.9,1029.699951,126,4.9,2.204297,0
365.99,323.0,4.36,20.63,5.72,173.51,1030.16,500,279,5.0,1029.699951,154,0.9,2.067188,0
344.19,302.25,4.45,20.71,5.72,173.08,1029.99,473,251,5.0,1029.5,172,0.9,1.870312,0
308.28,268.17,4.49,20.86,5.69,172.89,1029.84,440,223,5.4,1029.400024,146,1.7,1.708594,0
282.37,243.69,4.53,21.0,5.64,172.76,1029.69,402,197,5.0,1029.199951,149,2.0,1.515234,0
240.89,204.71,4.49,21.24,5.56,172.49,1029.54,352,167,5.0,1029.199951,163,1.1,1.269141,0
211.72,177.5,4.45,21.49,5.41,171.81,1029.44,303,140,4.9,1029.199951,143,3.3,1.047656,0
166.17,135.49,4.34,21.91,5.14,170.46,1029.58,180,84,4.8,1029.199951,151,1.2,0.464063,0
134.99,107.18,4.16,22.51,4.7,168.58,1029.8,170,77,4.6,1029.199951,136,2.3,0.50625,0
87.98,65.56,3.64,23.81,4.07,165.75,1029.9,80,37,4.4,1029.099976,152,1.1,0.274219,0
57.38,39.68,2.88,25.63,3.54,160.99,1029.85,24,11,3.9,1029.199951,146,1.1,0.06328099999999999,0
16.08,8.25,2.18,27.04,3.25,156.33,1029.73,10,5,3.6,1029.199951,127,1.4,0.024609,0
0.0,0.0,1.63,28.23,3.05,152.35,1029.62,0,0,3.4,1029.400024,133,1.1,0.0,0
0.0,0.0,1.21,29.24,2.88,149.09,1029.51,0,0,3.1,1029.400024,132,1.4,0.0,0
0.0,0.0,0.83,30.14,2.77,146.7,1029.42,0,0,3.0,1029.599976,142,0.5,0.0,0
0.0,0.0,0.49,30.95,2.71,145.18,1029.32,0,0,2.8,1029.800049,137,0.6,0.0,0
0.0,0.0,0.16,31.73,2.69,144.63,1029.24,0,0,2.5,1029.800049,130,0.7,0.0,0
0.0,0.0,-0.15,32.46,2.68,145.01,1029.2,0,0,2.1,1029.900024,82,0.9,0.0,0
0.0,0.0,-0.46,33.17,2.68,145.75,1029.17,0,0,1.7,1029.800049,82,0.3,0.0,0
0.0,0.0,-0.74,33.87,2.7,146.54,1029.13,0,0,0.9,1029.800049,281,0.2,0.0,0
0.0,0.0,-1.01,34.55,2.72,147.24,1029.04,0,0,0.6,1030.0,155,0.0,0.0,0
0.0,0.0,-1.24,35.2,2.75,147.61,1029.04,0,0,1.3,1030.199951,149,0.7,0.0,0
0.0,0.0,-1.45,35.87,2.78,147.91,1029.16,0,0,1.7,1030.099976,138,1.0,0.0,0
0.0,0.0,-1.65,36.58,2.82,147.92,1029.28,0,0,1.7,1030.199951,137,1.0,0.0,0
0.0,0.0,-1.84,37.36,2.86,147.65,1029.35,0,0,1.2,1030.300049,114,0.6,0.0,0
0.0,0.0,-2.01,38.21,2.9,147.23,1029.4,0,0,0.6,1030.300049,96,0.5,0.0,0
0.0,0.0,-2.22,39.25,2.97,147.0,1029.42,0,0,0.5,1030.300049,90,0.3,0.0,0
0.0,0.0,-2.43,40.37,3.05,146.85,1029.42,0,0,0.4,1030.199951,118,0.0,0.0,0
0.0,0.0,-2.65,41.66,3.15,147.09,1029.4,0,0,0.0,1030.199951,98,0.7,0.0,0
0.0,0.0,-2.88,43.07,3.24,147.71,1029.34,0,0,0.1,1030.199951,116,0.7,0.0,0
0.0,0.0,-3.13,44.69,3.3,148.92,1029.23,0,0,0.1,1030.199951,124,0.1,0.0,0
0.0,0.0,-3.31,46.27,3.37,151.56,1028.98,0,0,-0.2,1030.099976,145,0.2,0.0,0
0.0,0.0,-3.46,47.92,3.47,154.73,1028.73,0,0,-0.4,1030.099976,143,0.4,0.0,0
0.0,0.0,-3.59,49.73,3.59,157.77,1028.55,0,0,-0.4,1030.0,152,0.4,0.0,0
0.0,0.0,-3.66,51.36,3.71,160.82,1028.39,0,0,-0.2,1030.0,122,1.5,0.0,0
0.0,0.0,-3.68,52.79,3.8,164.23,1028.24,0,0,-0.4,1030.0,128,0.8,0.0,0
0.0,0.0,-3.78,54.34,3.83,168.38,1028.13,0,0,-0.3,1029.599976,112,0.8,0.0,0
0.0,0.0,-3.92,55.89,3.8,173.76,1028.07,0,0,-0.6,1029.5,206,0.2,0.0,0
0.0,0.0,-4.06,57.2,3.77,179.84,1028.03,0,0,-2.7,1029.599976,256,0.0,0.0,0
0.0,0.0,-4.18,58.18,3.74,185.5,1028.0,0,0,-3.9,1029.599976,222,0.3,0.0,0
0.0,0.0,-3.44,29.59,0.59,346.48,1028.57,0,0,-4.0,1029.5,268,0.0,0.0,0
0.0,0.0,-3.56,29.81,0.47,345.36,1028.14,0,0,-4.0,1029.400024,172,0.0,0.0,0
0.0,0.0,-3.64,29.96,0.39,5.28,1027.99,0,0,-4.0,1029.300049,194,0.1,0.0,0
0.0,0.0,-3.69,30.06,0.32,25.35,1028.03,0,0,-3.8,1029.300049,186,0.5,0.0,0
0.0,0.0,-3.71,30.11,0.31,82.71,1028.0,0,0,-3.9,1029.199951,289,0.4,0.0,0
0.0,0.0,-3.75,30.24,0.35,109.39,1027.7,0,0,-4.2,1029.300049,269,1.0,0.0,0
0.0,0.0,-3.79,30.39,0.38,130.6,1027.6,0,0,-4.6,1029.099976,245,0.0,0.0,0
0.0,0.0,-3.84,30.56,0.36,124.18,1027.35,0,0,-4.7,1028.900024,237,0.0,0.0,0
0.0,0.0,-3.87,30.71,0.32,123.22,1027.45,0,0,-4.0,1028.699951,234,0.1,0.0,0
0.0,0.0,-3.91,30.86,0.36,141.18,1027.38,0,0,-3.8,1028.5,288,0.0,0.0,0
0.0,0.0,-3.95,31.04,0.5,148.9,1027.32,0,0,-4.0,1028.199951,265,0.3,0.0,0
0.0,0.0,-4.0,31.28,0.72,159.35,1027.29,0,0,-4.2,1028.099976,175,0.0,0.0,0
0.0,0.0,-4.08,31.62,0.95,159.32,1027.23,0,0,-3.8,1028.0,211,0.0,0.0,0
0.0,0.0,-4.17,32.02,1.25,160.46,1027.06,0,0,-3.3,1027.800049,222,0.0,0.0,0
0.0,0.0,-4.37,32.77,1.61,160.96,1026.71,0,0,-3.1,1027.599976,287,0.0,0.0,0
0.0,0.0,-4.58,33.66,1.96,161.71,1026.6,0,0,-3.1,1027.400024,248,0.7,0.0,0
0.0,0.0,-4.82,34.74,2.26,162.9,1026.61,0,0,-3.5,1027.199951,331,0.6,0.0,0
0.0,0.0,-5.05,35.92,2.47,163.39,1026.25,0,0,-4.1,1027.0,281,0.0,0.0,0
0.0,0.0,-5.31,37.27,2.64,165.71,1025.91,0,0,-4.3,1026.900024,155,0.4,0.0,0
0.0,0.0,-5.52,38.63,2.76,167.75,1025.65,0,0,-4.0,1026.699951,194,0.6,0.0,0
0.0,0.0,-5.7,39.99,2.8,168.68,1025.37,0,0,-4.2,1026.5,129,0.0,0.0,0
0.0,0.0,-5.9,41.47,2.83,169.07,1024.97,0,0,-4.0,1026.300049,239,0.0,0.0,0
0.0,0.0,-6.04,42.9,2.87,169.41,1024.72,0,0,-4.0,1026.0,101,0.3,0.0,0
0.0,0.0,-6.17,44.32,2.9,170.0,1024.56,0,0,-3.7,1026.0,208,0.2,0.0,0
0.0,0.0,-6.3,45.85,2.89,171.33,1024.41,0,0,-4.7,1025.900024,324,0.6,0.0,0
0.0,0.0,-6.45,47.49,2.82,172.84,1024.18,0,0,-4.4,1026.0,275,0.4,0.0,0
0.0,0.0,-6.59,49.14,2.71,174.42,1024.02,0,0,-5.3,1026.099976,180,0.0,0.0,0
0.0,0.0,-6.71,50.74,2.56,176.1,1024.08,0,0,-5.0,1026.099976,203,0.0,0.0,0
0.0,0.0,-6.79,52.26,2.39,178.33,1024.23,0,0,-4.7,1026.099976,34,0.0,0.0,0
0.0,0.0,-6.87,53.66,2.2,182.28,1024.23,0,0,-4.3,1026.0,239,0.0,0.0,0
0.0,0.0,-6.9,54.8,1.98,187.69,1024.29,0,0,-4.9,1025.900024,149,0.2,0.0,0
14.78,7.51,-6.86,55.41,1.7,193.73,1024.35,6,4,-4.4,1025.900024,321,0.0,0.007031,0
38.43,24.79,-6.69,55.28,1.36,199.64,1024.42,11,8,-4.7,1025.900024,168,0.0,0.042188,0
79.33,58.68,-6.31,54.15,1.02,206.14,1024.38,24,17,-5.1,1026.099976,169,0.0,0.123047,0
109.05,84.59,-5.77,52.39,0.77,213.79,1024.23,79,52,-4.0,1026.199951,25,0.0,0.383203,0
154.6,125.45,-4.9,49.57,0.88,217.17,1024.13,57,39,-3.9,1026.400024,139,0.4,0.260156,0
186.55,154.48,-4.07,47.68,1.26,215.24,1024.08,134,89,-3.9,1026.400024,96,0.0,0.727734,0
231.83,196.29,-3.38,45.59,1.42,218.59,1023.97,168,108,-2.9,1026.300049,248,0.0,0.868359,0
261.03,223.48,-2.59,43.36,1.62,218.46,1023.84,192,122,-1.5,1026.0,146,0.6,1.005469,0
300.25,260.38,-1.93,42.04,2.01,215.9,1023.6,227,141,-1.0,1025.5,192,0.8,1.153125,0
324.18,283.04,-1.38,40.6,2.14,213.82,1023.34,251,154,-0.8,1025.400024,203,1.8,1.265625,0
356.64,313.9,-0.73,38.95,2.07,209.81,1023.23,288,176,-0.3,1025.099976,175,0.5,1.430859,0
376.07,332.44,-0.05,37.32,2.06,204.41,1023.16,313,193,0.0,1024.800049,162,0.6,1.582031,0
401.76,356.98,0.71,35.59,2.22,201.27,1023.1,328,203,0.0,1024.800049,169,0.7,1.589062,0
416.49,371.08,1.45,33.54,2.6,203.31,1023.03,358,222,0.4,1024.400024,188,0.8,1.778906,0
434.83,388.67,1.96,32.22,2.95,203.96,1022.98,371,232,0.8,1023.799988,163,0.5,1.905469,0
444.51,397.95,2.47,31.4,3.07,203.44,1022.9,367,232,1.2,1023.599976,204,1.4,1.923047,0
455.09,408.12,3.0,30.58,3.07,202.54,1022.8,399,256,1.8,1023.400024,142,0.6,1.905469,0
459.47,412.33,3.53,29.78,3.09,201.31,1022.68,418,267,2.0,1023.0,150,0.5,1.817578,0
461.98,414.75,4.06,29.0,3.13,199.97,1022.54,407,275,2.0,1022.5,180,0.0,2.141016,0
460.93,413.74,4.56,28.3,3.17,199.27,1022.33,377,274,2.9,1021.900024,184,0.5,2.141016,0
455.28,408.34,5.01,27.5,3.26,200.31,1021.87,275,181,2.6,1021.799988,207,0.7,1.768359,0
448.83,402.15,5.35,25.31,3.36,204.97,1021.39,253,165,2.9,1021.5,185,0.3,1.553906,0
435.13,389.03,5.64,24.72,3.38,206.83,1020.92,351,228,2.6,1021.099976,173,1.0,1.378125,0
423.15,377.59,5.9,24.43,3.33,208.02,1020.49,170,115,2.5,1020.900024,140,1.5,0.991406,0
400.7,356.19,6.16,24.14,3.27,209.89,1020.19,130,89,2.3,1020.5,177,0.7,0.921094,0
381.23,337.78,6.41,23.87,3.22,211.83,1019.96,136,95,2.4,1020.5,207,0.4,0.889453,0
345.49,300.69,6.61,23.68,3.19,213.63,1019.73,129,93,2.6,1020.400024,130,1.7,0.8859379999999999,0
314.47,271.72,6.77,23.54,3.18,215.42,1019.53,91,67,2.7,1020.5,185,2.0,0.6574220000000001,0
272.72,230.65,6.9,23.49,3.17,216.61,1019.35,110,80,2.8,1020.299988,180,2.1,0.720703,0
242.27,199.86,7.01,23.46,3.17,217.38,1019.23,109,75,2.8,1020.299988,154,1.6,0.6503909999999999,0
187.59,135.04,7.01,23.64,3.13,217.93,1019.11,71,51,2.8,1020.299988,163,0.9,0.414844,0
158.56,104.28,7.03,23.87,2.9,218.53,1019.01,67,49,2.8,1020.200012,196,2.7,0.411328,0
115.75,68.26,6.94,25.0,2.48,221.26,1019.23,42,31,2.8,1020.0,173,0.0,0.246094,0
91.23,48.8,6.7,26.14,2.17,224.03,1019.57,52,35,2.7,1020.099976,195,1.0,0.312891,0
59.22,30.85,6.35,26.72,2.07,225.33,1019.75,36,25,2.6,1019.900024,181,0.5,0.172266,0
37.17,16.16,6.05,27.22,1.97,226.09,1019.77,29,18,2.6,1019.799988,211,0.1,0.13359400000000002,0
11.02,3.17,5.73,27.69,1.79,227.01,1019.71,13,8,2.3,1019.900024,215,1.0,0.038672000000000005,0
0.0,0.0,5.39,28.25,1.56,229.23,1019.66,1,0,1.5,1020.200012,323,1.2,0.0,0
0.0,0.0,5.06,28.88,1.26,234.17,1019.61,0,0,1.1,1020.400024,17,0.0,0.0,0
0.0,0.0,4.74,29.51,0.92,244.4,1019.53,0,0,1.3,1020.5,3,0.0,0.0,0
0.0,0.0,4.41,30.15,0.61,266.49,1019.43,0,0,0.9,1020.700012,348,0.8,0.0,0
0.0,0.0,4.15,30.64,0.42,315.85,1019.29,0,0,0.5,1020.400024,164,0.0,0.0,0
0.0,0.0,3.89,31.12,0.46,24.23,1019.12,0,0,0.3,1020.799988,0,0.3,0.0,0
0.0,0.0,3.66,31.52,0.64,54.6,1018.95,0,0,0.0,1020.799988,294,0.0,0.0,0
0.0,0.0,3.38,32.04,0.84,65.33,1018.77,0,0,-0.7,1021.0,23,1.3,0.0,0
0.0,0.0,3.11,32.6,1.0,60.81,1018.6,0,0,0.0,1021.200012,303,0.6,0.0,0
0.0,0.0,2.81,33.21,1.23,44.37,1018.58,0,0,-0.6,1021.0,11,0.0,0.0,0
0.0,0.0,2.46,33.85,1.61,29.14,1018.71,0,0,-0.3,1021.0,44,0.0,0.0,0
0.0,0.0,1.94,34.84,2.03,24.85,1018.87,0,0,-0.6,1021.099976,321,0.0,0.0,0
0.0,0.0,1.49,35.55,2.33,30.62,1019.01,0,0,-1.2,1021.099976,219,0.0,0.0,0
0.0,0.0,1.26,35.77,2.41,43.51,1019.1,0,0,-1.8,1021.400024,330,0.0,0.0,0
0.0,0.0,1.22,35.67,2.36,61.19,1019.12,0,0,-1.8,1021.400024,143,0.0,0.0,0
0.0,0.0,1.25,35.53,2.19,77.79,1019.15,0,0,-1.7,1021.5,203,0.0,0.0,0
0.0,0.0,1.21,35.66,1.81,85.08,1019.21,0,0,-1.8,1021.5,163,0.0,0.0,0
0.0,0.0,0.85,36.49,1.41,66.53,1019.33,0,0,-1.8,1021.5,135,0.0,0.0,0
0.0,0.0,0.29,37.64,1.46,10.56,1019.45,0,0,-1.4,1021.5,165,0.0,0.0,0
0.0,0.0,-0.32,38.65,1.92,347.37,1019.42,0,0,-2.2,1021.299988,269,0.0,0.0,0
0.0,0.0,-0.8,39.12,2.31,337.86,1019.42,0,0,-2.5,1021.5,314,0.0,0.0,0
0.0,0.0,-1.08,38.99,2.46,329.11,1019.42,0,0,-2.1,1021.599976,0,0.8,0.0,0
0.0,0.0,-1.25,38.62,2.54,320.52,1019.4,0,0,-2.4,1021.700012,273,0.0,0.0,0
0.0,0.0,-1.4,38.39,2.66,313.09,1019.38,0,0,-3.0,1021.799988,146,0.0,0.0,0
0.0,0.0,-1.58,38.46,2.87,307.42,1019.41,0,0,-3.1,1021.799988,146,0.0,0.0,0
0.0,0.0,-1.75,38.67,3.11,303.03,1019.48,0,0,-3.2,1021.400024,226,0.8,0.0,0
0.0,0.0,-1.86,38.87,3.33,299.53,1019.56,0,0,-3.7,1021.5,46,0.3,0.0,0
0.0,0.0,-1.86,38.91,3.42,298.11,1019.62,0,0,-3.5,1021.400024,231,0.0,0.0,0
0.0,0.0,-3.17,33.42,2.7,310.02,1020.38,0,0,-3.4,1021.200012,338,0.0,0.0,0
0.0,0.0,-2.99,33.23,2.92,291.85,1020.32,0,0,-3.6,1020.900024,218,0.9,0.0,0
0.0,0.0,-2.89,33.36,3.21,283.1,1020.29,0,0,-4.5,1020.799988,279,0.0,0.0,0
0.0,0.0,-2.75,33.54,3.32,277.36,1020.27,0,0,-4.5,1020.5,174,0.0,0.0,0
0.0,0.0,-2.64,33.92,3.25,279.91,1020.21,0,0,-3.4,1020.5,220,0.0,0.0,0
0.0,0.0,-2.63,34.63,3.11,285.53,1019.99,0,0,-3.5,1020.299988,227,0.6,0.0,0
0.0,0.0,-2.66,35.52,2.91,289.03,1019.9,0,0,-2.7,1020.400024,199,0.0,0.0,0
0.0,0.0,-2.63,36.28,2.73,289.68,1019.79,0,0,-2.9,1020.299988,200,0.8,0.0,0
